market,sequence_number,slot,timestamp,signature,signer,event_index,order_sequence_number,maker,taker,price_in_ticks,base_lots_filled,base_lots_remaining,side_filled,is_full_fill,base_mint,quote_mint,base_decimals,quote_decimals,base_atoms_per_raw_base_unit,quote_atoms_per_quote_unit,quote_atoms_per_quote_lot,base_atoms_per_base_lot,tick_size_in_quote_atoms_per_base_unit,num_base_lots_per_base_unit,raw_base_units_per_base_unit,bids_size,asks_size,num_seats,real_data
Ew3vFDdtdGrknJAVVfraxCA37uNJtimXYPY4QjnfhFHH,86038546,308423791,1734594906,2YT5zGb9YUvJGHr2aJqq94B7eqNKdr5LAo5P5qkfyfJthGyja33S7M8hgCKf1yRefdU8xa1vEMidsnnmECpzVNeV,8Kj2MoiGtDDLFZMPCCAgGkRQ2RFi2QV2YQ4K1EGvhMTz,0,332154730,wowK1ivqmU9WhHnghiJQ4UUySndzvrUAJinjMUw54eX,8Kj2MoiGtDDLFZMPCCAgGkRQ2RFi2QV2YQ4K1EGvhMTz,369032,406,0,Ask,true,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8,6,100000000,1000000,1,10000,10000,10000,1,4096,4096,8321,false
Ew3vFDdtdGrknJAVVfraxCA37uNJtimXYPY4QjnfhFHH,86038546,308423791,1734594906,2YT5zGb9YUvJGHr2aJqq94B7eqNKdr5LAo5P5qkfyfJthGyja33S7M8hgCKf1yRefdU8xa1vEMidsnnmECpzVNeV,8Kj2MoiGtDDLFZMPCCAgGkRQ2RFi2QV2YQ4K1EGvhMTz,1,332154731,wowK1ivqmU9WhHnghiJQ4UUySndzvrUAJinjMUw54eX,8Kj2MoiGtDDLFZMPCCAgGkRQ2RFi2QV2YQ4K1EGvhMTz,369078,250,3814,Ask,false,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8,6,100000000,1000000,1,10000,10000,10000,1,4096,4096,8321,false
Ew3vFDdtdGrknJAVVfraxCA37uNJtimXYPY4QjnfhFHH,86038636,308423812,1734594915,44oqeperdEeM3e3fJbwJUHEHJU9GMxPFzq2h3CL9cLWyddRcEvEif2mBrSmCfDUSunLA9rPAiam6ffHRkLS6wRcR,GAAUUEkyyoYoPyUSP2MYXP2U4c8Ps2qYWuWNv455JKsb,0,332154977,wowK1ivqmU9WhHnghiJQ4UUySndzvrUAJinjMUw54eX,GAAUUEkyyoYoPyUSP2MYXP2U4c8Ps2qYWuWNv455JKsb,369003,453,3466,Ask,false,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8,6,100000000,1000000,1,10000,10000,10000,1,4096,4096,8321,false
Ew3vFDdtdGrknJAVVfraxCA37uNJtimXYPY4QjnfhFHH,86038632,308423810,1734594915,3v3rR3hZkJHdfsFr18XExJ9p7xzh8QvzAs1HySNsjmYaaeYmixTBQSTYqYZPMQnijEwzaBmGsZugA9eVsBfimxW9,HEARTyu3hMb22xo9s22YvY6MiHfqSje7eoUEMqeAmonv,0,332154976,wowK1ivqmU9WhHnghiJQ4UUySndzvrUAJinjMUw54eX,HEARTyu3hMb22xo9s22YvY6MiHfqSje7eoUEMqeAmonv,368970,406,0,Ask,true,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8,6,100000000,1000000,1,10000,10000,10000,1,4096,4096,8321,false
Ew3vFDdtdGrknJAVVfraxCA37uNJtimXYPY4QjnfhFHH,86038632,308423810,1734594915,3v3rR3hZkJHdfsFr18XExJ9p7xzh8QvzAs1HySNsjmYaaeYmixTBQSTYqYZPMQnijEwzaBmGsZugA9eVsBfimxW9,HEARTyu3hMb22xo9s22YvY6MiHfqSje7eoUEMqeAmonv,1,332154977,wowK1ivqmU9WhHnghiJQ4UUySndzvrUAJinjMUw54eX,HEARTyu3hMb22xo9s22YvY6MiHfqSje7eoUEMqeAmonv,369003,146,3919,Ask,false,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8,6,100000000,1000000,1,10000,10000,10000,1,4096,4096,8321,false
8xxez7dC4JvXAxov6cJXXzathPXaz8xGWRj18R9yFAtA,2000112,308423794,1734594907,4gS9vvywnzD9juMkGoNaBorS98Lk7kgvrPenLYi8xJDXxT5q5ThNCJ4HzV1wgoBJGBGZb1NG4XnzZoQwhBrgn7CL,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,0,18446744073707721182,oneyMVfvJJE6niQgAyM6AecKVe8rLGSVJGZa8Yu3xYJ,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,99953,411,218046,Bid,false,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,100000,10,10,1,512,512,1153,false
8xxez7dC4JvXAxov6cJXXzathPXaz8xGWRj18R9yFAtA,2000111,308423794,1734594907,4KDkQTQt6bSsEUXhZn62Hj6pyrQzNygSv3ZNGVaFkXpq8Ltt3ABnU7oTckijZCXmHb31HVCVBmMrPsExa657tQPr,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,0,18446744073707721182,oneyMVfvJJE6niQgAyM6AecKVe8rLGSVJGZa8Yu3xYJ,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,99953,365,218457,Bid,false,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,100000,10,10,1,512,512,1153,false
8xxez7dC4JvXAxov6cJXXzathPXaz8xGWRj18R9yFAtA,2000113,308423807,1734594913,2DA4nJricQYyVSf39SCxTunaHyQeXf1Uy26J7HGpjZtMWgh1jhaW2cBkyXNCBLy8D77NcXLaSJBDEamgSpyiT3kh,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,0,18446744073707721182,oneyMVfvJJE6niQgAyM6AecKVe8rLGSVJGZa8Yu3xYJ,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,99953,1031,217015,Bid,false,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,100000,10,10,1,512,512,1153,false
DkQP8rwgaC6En8W1YWjHsPzJuN7iU8Q457Gq1cZMoGg5,1239550,308444661,1734603583,3R1Z6vk9qdJs9N1n4NYAnmydX9YteqNjt5hSCykQRnvcakPLKptRKWTSmvnttCk6AYKmWBt7VHwrvfNXMJ4Cpo7K,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,0,9080267,MEw1h9EYUc7rqTMe73XGBs6GrNVugaSvzbkXb2wKZTk,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,2901,3753,82424,Ask,false,MEFNBXixkEbait3xn9bkm8WsJzXtVsaJEn4c8Sam21u,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,1000,1000,1000,1,512,512,1153,false
DkQP8rwgaC6En8W1YWjHsPzJuN7iU8Q457Gq1cZMoGg5,1240463,308445873,1734604094,4pgC5bCuGKrBSFMXDg1oKensupU5vXL5WGj1pSyz3TZy7xnAJb9SNdbe3zADqqXwxUeJnT3c1AWJCKru6HtC6MBV,CapuXNQoDviLvU1PxFiizLgPNQCxrsag1uMeyk6zLVps,0,9086826,MEw1h9EYUc7rqTMe73XGBs6GrNVugaSvzbkXb2wKZTk,CapuXNQoDviLvU1PxFiizLgPNQCxrsag1uMeyk6zLVps,2888,7187,79378,Ask,false,MEFNBXixkEbait3xn9bkm8WsJzXtVsaJEn4c8Sam21u,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,1000,1000,1000,1,512,512,1153,false
B8a4RCvFaG9AFsatCZLpGLkbCPytyr9K6jSZWLQZDjg1,21654694,308423793,1734594907,4G3yhJ9h3X1qzYP4JAZEMb8CXgGxrB86D1owzuuobAPu7LKmEVAZN8x4eAEaDg7TPwNdscncWi6N2FS7ZyhQ9Ah6,4xDsmeTWPNjgSVSS1VTfzFq3iHZhp77ffPkAmkZkdu71,0,112595234,xx3nK3x3MCpYxgZsgRQPFoucfewJhFk2EUqysgQ9hAm,4xDsmeTWPNjgSVSS1VTfzFq3iHZhp77ffPkAmkZkdu71,21187,920,36839,Ask,false,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,9,6,1000000000,1000000,1,100000,10000,10000,1,512,512,1153,false
4DoNfFBfF7UokCC2FQzriy7yHK6DY6NVdYpuekQ5pRgg,647032746,308423802,1734594911,2Y7x1d4fhNt7PRrx7iH173FdbksmFSU6AFDwpDjYrV9cv5wqnApU6QDYb3H3vtWawXhJSdK5aPLb9yzG2qZCJiFy,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,0,18446744072238767934,LUKAzPV8dDbVykTVT14pCGKzFfNcgZgRbAXB8AGdKx3,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,211893,281,2550,Bid,false,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,9,6,1000000000,1000000,1,1000000,1000,1000,1,4096,4096,8321,false
B8a4RCvFaG9AFsatCZLpGLkbCPytyr9K6jSZWLQZDjg1,21654707,308423802,1734594911,5egedKdvvb85BtxRUa6bAw7M7EZiHcsds3AgTioS6g9J3Rt1yKk3Jwszon8SMk4CQaqhY1jMAFCTiSHLgQDoPGSk,CapuXNQoDviLvU1PxFiizLgPNQCxrsag1uMeyk6zLVps,0,112595312,xx3nK3x3MCpYxgZsgRQPFoucfewJhFk2EUqysgQ9hAm,CapuXNQoDviLvU1PxFiizLgPNQCxrsag1uMeyk6zLVps,21189,1345,36410,Ask,false,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,9,6,1000000000,1000000,1,100000,10000,10000,1,512,512,1153,false
4DoNfFBfF7UokCC2FQzriy7yHK6DY6NVdYpuekQ5pRgg,647106891,308442752,1734602792,4vLTF2jfon6Q4bqCF8hss9X1DhEKwvBEcaRQa4w4qdFVTZyKQdmZDZFXacLPoXvw1xXxA8526nZJZqeun4MUjSLw,FukudCCa2hKbQxFAU3ZuwY3fAiNaLpkTWTBepGdY9hhz,0,1471012206,LUKAzPV8dDbVykTVT14pCGKzFfNcgZgRbAXB8AGdKx3,FukudCCa2hKbQxFAU3ZuwY3fAiNaLpkTWTBepGdY9hhz,209828,1233,1626,Ask,false,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,9,6,1000000000,1000000,1,1000000,1000,1000,1,4096,4096,8321,false
B8a4RCvFaG9AFsatCZLpGLkbCPytyr9K6jSZWLQZDjg1,21682854,308442752,1734602792,5rUe8CD3JGbWbCYHG7EKen6DAvw9zdD5XHt33fdiV6Xuax357pARhpyHSFkdp5mEhJatwM7PNkETc6ZxNPMWPiLv,9nnLbotNTcUhvbrsA6Mdkx45Sm82G35zo28AqUvjExn8,0,18446744073596805466,xx3nK3x3MCpYxgZsgRQPFoucfewJhFk2EUqysgQ9hAm,9nnLbotNTcUhvbrsA6Mdkx45Sm82G35zo28AqUvjExn8,20977,213,37924,Bid,false,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,9,6,1000000000,1000000,1,100000,10000,10000,1,512,512,1153,false
4DoNfFBfF7UokCC2FQzriy7yHK6DY6NVdYpuekQ5pRgg,647113278,308444306,1734603436,5nhJbGSpg2bYjnX8ogej5enNf3ceLrnynfxnLbZ4moKBNmcJxCdGXVBtmj4hvarxubXyroEoZTVJZzFJTbs3QXZM,9nnLbotNTcUhvbrsA6Mdkx45Sm82G35zo28AqUvjExn8,0,1471032003,LUKAzPV8dDbVykTVT14pCGKzFfNcgZgRbAXB8AGdKx3,9nnLbotNTcUhvbrsA6Mdkx45Sm82G35zo28AqUvjExn8,209813,613,2246,Ask,false,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,9,6,1000000000,1000000,1,1000000,1000,1000,1,4096,4096,8321,false
4DoNfFBfF7UokCC2FQzriy7yHK6DY6NVdYpuekQ5pRgg,647119740,308445873,1734604094,5js9kcRfr47bcCtS8tToYH1CtoRLo8JRZznSympspWKEUXznfJvc1G9jysByTt78iiS58w2qxpMKLzcdfSKsMBSw,6LXutJvKUw8Q5ue2gCgKHQdAN4suWW8awzFVC6XCguFx,4,18446744072238499616,6ZUeThQ9FovzaS8HejAfGW2VqCXwRYPKKyUNsozpfrSx,6LXutJvKUw8Q5ue2gCgKHQdAN4suWW8awzFVC6XCguFx,209912,197,4543,Bid,false,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,9,6,1000000000,1000000,1,1000000,1000,1000,1,4096,4096,8321,false
GBMoNx84HsFdVK63t8BZuDgyZhSBaeKWB4pHHpoeRM9z,249834165,308444660,1734603583,xDPR6jFGxu5BgU3kkSLB8dyMhm5N86GhVGHZUXU3JvGEi1HPwrUnxyaakf65aAyhfG3zie2Zcd4UZRVS1J4C3Wf,2MFoS3MPtvyQ4Wh4M9pdfPjz6UhVoNbFbGJAskCPCj3h,0,18446744073017254562,catRTq7nwGpmMMz4ZgbexqejYAYQKuXh7swMS54QfY8,2MFoS3MPtvyQ4Wh4M9pdfPjz6UhVoNbFbGJAskCPCj3h,304994,20,45,Bid,false,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5,6,100000,1000000,1,10000000000,100,10,1000000,1024,1024,2177,false
31XgvAQ1HgFQEk31KdszbPkVXKaQqB1bgYZPoDrFpSR2,129249031,308423799,1734594909,3oYstdr1CJzjkeXmGsuB1k7sxrVkRy7UEGTpDi4ak2BSufqVQiZ5bsXhRcKBK46CBAjywwLKyWFbCZKx7NySzv4p,6U91aKa8pmMxkJwBCfPTmUEfZi6dHe7DcFq2ALvB2tbB,0,659193753,popGcZwH7A8dra8kmusMUR3sTvEjQ8GWDaAKsMH43Hr,6U91aKa8pmMxkJwBCfPTmUEfZi6dHe7DcFq2ALvB2tbB,7948,25220,150924,Ask,false,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,9,6,1000000000,1000000,1,10000000,100,100,1,1024,1024,2177,false
31XgvAQ1HgFQEk31KdszbPkVXKaQqB1bgYZPoDrFpSR2,129249011,308423794,1734594907,PeTtZqmqghejyB9yLbUoHvec3fw66niE78DZkM1HzFCh7jNRKiFQMPay4vXyCKg56jiJZuD61oHPzn7WHupYQPE,GP8StUXNYSZjPikyRsvkTbvRV1GBxMErb59cpeCJnDf1,0,659193676,popGcZwH7A8dra8kmusMUR3sTvEjQ8GWDaAKsMH43Hr,GP8StUXNYSZjPikyRsvkTbvRV1GBxMErb59cpeCJnDf1,7947,25154,151013,Ask,false,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,9,6,1000000000,1000000,1,10000000,100,100,1,1024,1024,2177,false
6ojSigXF7nDPyhFRgmn3V9ywhYseKF9J32ZrranMGVSX,253561771,308423809,1734594914,4GxBD9shUu89y8JH4HTUgYXekywwKaFpoGeZZMj1KxqCJozg3EBAGiWT5S1EaRwMdGfSHmLFzAtG3vQp9QZ5XvNX,2kCm1RHGJjeCKL4SA3ZJCLyXqUD7nEJ7GMtVaP7c6jQ8,0,956404168,7rhxnLV8C77o6d8oz26AgK8x8m5ePsdeRawjqvojbjnQ,2kCm1RHGJjeCKL4SA3ZJCLyXqUD7nEJ7GMtVaP7c6jQ8,22614,66386,154712,Ask,false,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,10000,100,100,1,1024,1024,2177,false
29tC65p6E9ZmZC4LD5s6iRZQMfQ9LDukV32Ct2Q7LxhJ,685589,308423796,1734594909,4ZvT5goEq8ZjqrahSHFFhrTbmhXLnZAHsTLWUnJTpfST2bUo2B4Pyk1XsN6ynfpjAw7dV3cdTfXodYJi5MPwuYo4,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,0,3089907,7rhxnLV8C77o6d8oz26AgK8x8m5ePsdeRawjqvojbjnQ,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,3392,6228,23249,Ask,false,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,100000,10,10,1,512,512,1153,false
29tC65p6E9ZmZC4LD5s6iRZQMfQ9LDukV32Ct2Q7LxhJ,685611,308423800,1734594910,3xZ9MYVPxqjdvGdsnpBuF8k4hMSMG2iY52XgaQYyHKUVurFoVXLA7yconReXdeMbDjT92655tdt1c2F7nVch64Du,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,0,3089988,7rhxnLV8C77o6d8oz26AgK8x8m5ePsdeRawjqvojbjnQ,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,3391,2932,26560,Ask,false,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,100000,10,10,1,512,512,1153,false
29tC65p6E9ZmZC4LD5s6iRZQMfQ9LDukV32Ct2Q7LxhJ,685638,308423807,1734594913,2DA4nJricQYyVSf39SCxTunaHyQeXf1Uy26J7HGpjZtMWgh1jhaW2cBkyXNCBLy8D77NcXLaSJBDEamgSpyiT3kh,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,0,3090114,7rhxnLV8C77o6d8oz26AgK8x8m5ePsdeRawjqvojbjnQ,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,3388,29512,0,Ask,true,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,100000,10,10,1,512,512,1153,false
29tC65p6E9ZmZC4LD5s6iRZQMfQ9LDukV32Ct2Q7LxhJ,685638,308423807,1734594913,2DA4nJricQYyVSf39SCxTunaHyQeXf1Uy26J7HGpjZtMWgh1jhaW2cBkyXNCBLy8D77NcXLaSJBDEamgSpyiT3kh,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,1,3090115,7rhxnLV8C77o6d8oz26AgK8x8m5ePsdeRawjqvojbjnQ,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,3390,885,235093,Ask,false,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,100000,10,10,1,512,512,1153,false
29tC65p6E9ZmZC4LD5s6iRZQMfQ9LDukV32Ct2Q7LxhJ,685666,308423813,1734594916,3QRdNGCSYi3guDt1zwSNBbSZpdBj5hjKMAoQfseULB4goCThunyNrMbK5Vo9wuj43shdhnmJaChHEhvTYVidMkwz,BSN5i2ocXpgUr694kn3veAs6tRDFjLTjMKtnvEqRw6hS,0,3090229,7rhxnLV8C77o6d8oz26AgK8x8m5ePsdeRawjqvojbjnQ,BSN5i2ocXpgUr694kn3veAs6tRDFjLTjMKtnvEqRw6hS,3387,1933,27587,Ask,false,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,100000,10,10,1,512,512,1153,false
29tC65p6E9ZmZC4LD5s6iRZQMfQ9LDukV32Ct2Q7LxhJ,750778,308444662,1734603583,5qidU5a7EXCvZTniRKXAd7Lphda8t5VS5BbXTC3m6Ba9GLYvvP9LoKv3fEo2UZuJ4a2f6gp3TA5qx91SsABZLArv,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,0,18446744073706159012,7rhxnLV8C77o6d8oz26AgK8x8m5ePsdeRawjqvojbjnQ,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,3194,3224,20890,Bid,false,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,100000,10,10,1,512,512,1153,false
29tC65p6E9ZmZC4LD5s6iRZQMfQ9LDukV32Ct2Q7LxhJ,750775,308444661,1734603583,5nLAsjYSTiNtnGe8ZH5sgHProgjaHmaCSAhiDEVYaWW3yR2er8opt6iYz6abCkitXumX8wCJabZYKGSvSApQRazf,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,0,18446744073706159012,7rhxnLV8C77o6d8oz26AgK8x8m5ePsdeRawjqvojbjnQ,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,3194,3223,24114,Bid,false,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,100000,10,10,1,512,512,1153,false
29tC65p6E9ZmZC4LD5s6iRZQMfQ9LDukV32Ct2Q7LxhJ,750774,308444661,1734603583,2Hz8c2BZfrvcYtVDYa6AeqkDEBEYmsRb4w96aFWGvDsTUxN2TfEojfondmYpGg1dUkKK6c6nmzbKbv8ZksvHf94d,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,0,18446744073706159012,7rhxnLV8C77o6d8oz26AgK8x8m5ePsdeRawjqvojbjnQ,HV1KXxWFaSeriyFvXyx48FqG9BoFbfinB8njCJonqP7K,3194,3967,27337,Bid,false,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,1000000,1000000,1,100000,10,10,1,512,512,1153,false
Ew3vFDdtdGrknJAVVfraxCA37uNJtimXYPY4QjnfhFHH,86038546,308423791,1734594906,2YT5zGb9YUvJGHr2aJqq94B7eqNKdr5LAo5P5qkfyfJthGyja33S7M8hgCKf1yRefdU8xa1vEMidsnnmECpzVNeV,8Kj2MoiGtDDLFZMPCCAgGkRQ2RFi2QV2YQ4K1EGvhMTz,0,332154730,wowK1ivqmU9WhHnghiJQ4UUySndzvrUAJinjMUw54eX,8Kj2MoiGtDDLFZMPCCAgGkRQ2RFi2QV2YQ4K1EGvhMTz,369032,406,0,Ask,true,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8,6,100000000,1000000,1,10000,10000,10000,1,4096,4096,8321,false
Ew3vFDdtdGrknJAVVfraxCA37uNJtimXYPY4QjnfhFHH,86038546,308423791,1734594906,2YT5zGb9YUvJGHr2aJqq94B7eqNKdr5LAo5P5qkfyfJthGyja33S7M8hgCKf1yRefdU8xa1vEMidsnnmECpzVNeV,8Kj2MoiGtDDLFZMPCCAgGkRQ2RFi2QV2YQ4K1EGvhMTz,1,332154731,wowK1ivqmU9WhHnghiJQ4UUySndzvrUAJinjMUw54eX,8Kj2MoiGtDDLFZMPCCAgGkRQ2RFi2QV2YQ4K1EGvhMTz,369078,250,3814,Ask,false,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8,6,100000000,1000000,1,10000,10000,10000,1,4096,4096,8321,false
Ew3vFDdtdGrknJAVVfraxCA37uNJtimXYPY4QjnfhFHH,86038636,308423812,1734594915,44oqeperdEeM3e3fJbwJUHEHJU9GMxPFzq2h3CL9cLWyddRcEvEif2mBrSmCfDUSunLA9rPAiam6ffHRkLS6wRcR,GAAUUEkyyoYoPyUSP2MYXP2U4c8Ps2qYWuWNv455JKsb,0,332154977,wowK1ivqmU9WhHnghiJQ4UUySndzvrUAJinjMUw54eX,GAAUUEkyyoYoPyUSP2MYXP2U4c8Ps2qYWuWNv455JKsb,369003,453,3466,Ask,false,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8,6,100000000,1000000,1,10000,10000,10000,1,4096,4096,8321,false
Ew3vFDdtdGrknJAVVfraxCA37uNJtimXYPY4QjnfhFHH,86038632,308423810,1734594915,3v3rR3hZkJHdfsFr18XExJ9p7xzh8QvzAs1HySNsjmYaaeYmixTBQSTYqYZPMQnijEwzaBmGsZugA9eVsBfimxW9,HEARTyu3hMb22xo9s22YvY6MiHfqSje7eoUEMqeAmonv,0,332154976,wowK1ivqmU9WhHnghiJQ4UUySndzvrUAJinjMUw54eX,HEARTyu3hMb22xo9s22YvY6MiHfqSje7eoUEMqeAmonv,368970,406,0,Ask,true,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8,6,100000000,1000000,1,10000,10000,10000,1,4096,4096,8321,false
Ew3vFDdtdGrknJAVVfraxCA37uNJtimXYPY4QjnfhFHH,86038632,308423810,1734594915,3v3rR3hZkJHdfsFr18XExJ9p7xzh8QvzAs1HySNsjmYaaeYmixTBQSTYqYZPMQnijEwzaBmGsZugA9eVsBfimxW9,HEARTyu3hMb22xo9s22YvY6MiHfqSje7eoUEMqeAmonv,1,332154977,wowK1ivqmU9WhHnghiJQ4UUySndzvrUAJinjMUw54eX,HEARTyu3hMb22xo9s22YvY6MiHfqSje7eoUEMqeAmonv,369003,146,3919,Ask,false,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8,6,100000000,1000000,1,10000,10000,10000,1,4096,4096,8321,false
